,Agency,Create Time,Area Id,Beat,Priority,Incident Type Id,Incident Type Description,Event Number,Closed Time,Location 1
110,OP,2014-01-01T02:32:14,1.0,19X,2,415CU,DISTURBANCE-CUSTOMER,LOP140101000241,2014-01-01T04:06:21,"{'human_address': '{""address"":""EMBARCADERO"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
111,OP,2014-01-01T02:35:05,2.0,27Y,1,415GS,415 GUNSHOTS,LOP140101000245,2014-01-01T04:03:49,"{'human_address': '{""address"":""E 17TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
112,OP,2014-01-01T02:36:11,2.0,30X,2,911H,911 HANG-UP,LOP140101000242,2014-01-01T02:36:44,"{'human_address': '{""address"":""HALLIDAY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
113,OP,2014-01-01T02:37:17,1.0,17Y,1,901A,VEHICLE COLLISION-PE,LOP140101000244,2014-01-01T03:07:24,"{'human_address': '{""address"":""BLVD&amp;PARK BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
114,OP,2014-01-01T02:39:18,1.0,21Y,1,415GS,415 GUNSHOTS,LOP140101000246,2014-01-01T03:05:58,"{'human_address': '{""address"":""BONA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
115,OP,2014-01-01T02:43:21,2.0,33X,2,10851,STOLEN VEHICLE,LOP140101000249,2014-01-01T17:26:53,"{'human_address': '{""address"":""87TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
116,OP,2014-01-01T02:45:27,2.0,30Y,2,415GS,415 GUNSHOTS,LOP140101000250,2014-01-01T02:59:54,"{'human_address': '{""address"":""AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
117,OP,2014-01-01T02:45:59,1.0,01X,2,SECCK,SECURITY CHECK,LOP140101000255,2014-01-01T03:23:44,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
118,OP,2014-01-01T02:46:26,1.0,03X,1,943,FIGHT,LOP140101000251,2014-01-01T04:42:29,"{'human_address': '{""address"":""ST&amp;ALICE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
119,OP,2014-01-01T02:46:48,1.0,01X,1,242,BATTERY,LOP140101000253,2014-01-01T03:04:43,"{'human_address': '{""address"":""ST&amp;BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
120,OP,2014-01-01T02:48:43,1.0,09X,2,912,SUSPICIOUS PERSON,LOP140101000259,2014-01-01T05:38:49,"{'human_address': '{""address"":""38TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
121,OP,2014-01-01T02:51:24,1.0,04X,2,415,DISTURBING THE PEACE,LOP140101000266,2014-01-01T03:50:19,"{'human_address': '{""address"":""WILLIAM ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
122,OP,2014-01-01T02:52:55,1.0,12X,1,943,FIGHT,LOP140101000264,2014-01-01T04:23:12,"{'human_address': '{""address"":""TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
123,OP,2014-01-01T02:53:13,2.0,30Y,2,415GS,415 GUNSHOTS,LOP140101000262,2014-01-01T03:01:08,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
124,OP,2014-01-01T02:53:49,2.0,30Y,2,415GS,415 GUNSHOTS,LOP140101000263,2014-01-01T02:54:31,"{'human_address': '{""address"":""AV&amp;NEY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
125,OP,2014-01-01T02:54:32,2.0,29X,2,415GS,415 GUNSHOTS,LOP140101000265,2014-01-01T03:50:51,"{'human_address': '{""address"":""AV&amp;SIMSON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
126,OP,2014-01-01T02:55:21,2.0,28X,1,901A,VEHICLE COLLISION-PE,LOP140101000267,2014-01-01T04:50:33,"{'human_address': '{""address"":""ST&amp;VIRGINIA AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
127,OP,2014-01-01T02:56:01,1.0,08X,2,415,DISTURBING THE PEACE,LOP140101000269,2014-01-01T05:36:00,"{'human_address': '{""address"":""RICHMOND BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
128,OP,2014-01-01T02:58:58,1.0,02Y,1,901A,VEHICLE COLLISION-PE,LOP140101000270,2014-01-01T03:46:32,"{'human_address': '{""address"":""7TH ONRP ST&amp;SB I880"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
129,OP,2014-01-01T02:59:41,2.0,35Y,2,910,PROWLER OUTSIDE,LOP140101000272,2014-01-01T12:12:39,"{'human_address': '{""address"":""MALCOLM AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
130,OP,2014-01-01T03:01:37,2.0,25X,2,415,DISTURBING THE PEACE,LOP140101000274,2014-01-01T09:05:27,"{'human_address': '{""address"":""MAYBELLE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
131,OP,2014-01-01T03:05:22,2.0,26X,2,933R,ALARM-RINGER,LOP140101000276,2014-01-01T09:10:35,"{'human_address': '{""address"":""E 12TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
132,OP,2014-01-01T03:06:15,1.0,02X,2,415C,415 UNKNOWN,LOP140101000277,2014-01-01T04:29:54,"{'human_address': '{""address"":""7TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
133,OP,2014-01-01T03:08:55,2.0,27Y,1,943,FIGHT,LOP140101000280,2014-01-01T03:17:57,"{'human_address': '{""address"":""50TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
134,OP,2014-01-01T03:11:35,1.0,04X,1,943,FIGHT,LOP140101000281,2014-01-01T03:17:44,"{'human_address': '{""address"":""ST&amp;FRANKLIN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
135,OP,2014-01-01T03:11:56,2.0,31Y,2,415,DISTURBANCE-DRINKERS,LOP140101000283,2014-01-01T06:00:04,"{'human_address': '{""address"":""EMPIRE RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
136,OP,2014-01-01T03:14:51,2.0,35X,1,245,ASSAULT W/DEADLY WEA,LOP140101000284,2014-01-01T04:37:30,"{'human_address': '{""address"":""AV&amp;BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
137,OP,2014-01-01T03:14:59,2.0,24Y,2,415,415 FAMILY,LOP140101000286,2014-01-01T08:38:14,"{'human_address': '{""address"":""BROOKDALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
138,OP,2014-01-01T03:15:39,1.0,05X,2,911H,911 HANG-UP,LOP140101000285,2014-01-01T03:35:19,"{'human_address': '{""address"":""MARKET ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
139,OP,2014-01-01T03:17:02,2.0,30X,2,A459,ATTEMPTED BURGLARY,LOP140101000287,2014-01-02T00:23:17,"{'human_address': '{""address"":""LOCKWOOD ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
140,OP,2014-01-01T03:20:44,2.0,34X,2,5150,MENTALLY ILL,LOP140101000288,2014-01-01T03:30:31,"{'human_address': '{""address"":""AUSEON AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
141,OP,2014-01-01T03:21:44,1.0,10X,2,933MA,ALARM-MANUALLY ACTIV,LOP140101000289,2014-01-01T03:25:57,"{'human_address': '{""address"":""56TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
142,OP,2014-01-01T03:22:21,1.0,03X,2,415C,415 UNKNOWN,LOP140101000290,2014-01-01T03:23:53,"{'human_address': '{""address"":""ST&amp;FALLON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
143,OP,2014-01-01T03:23:29,1.0,04X,2,415,DISTURBANCE-DRINKERS,LOP140101000291,2014-01-01T04:58:14,"{'human_address': '{""address"":""15TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
144,OP,2014-01-01T03:27:35,1.0,02X,1,415,DISTURBING THE PEACE,LOP140101000292,2014-01-01T06:01:02,"{'human_address': '{""address"":""POPLAR CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
145,OP,2014-01-01T03:38:59,2.0,25X,1,243E,BATTERY ON CO-HABITA,LOP140101000295,2014-01-01T06:22:22,"{'human_address': '{""address"":""HYACINTH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
146,OP,2014-01-01T03:39:53,1.0,20X,2,459,BURGLARY,LOP140101000296,2014-01-01T08:35:10,"{'human_address': '{""address"":""MITCHELL ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
147,OP,2014-01-01T03:43:55,1.0,08X,2,242,BATTERY,LOP140101000298,2014-01-01T03:45:40,"{'human_address': '{""address"":""HAWTHORNE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
148,OP,2014-01-01T03:52:05,2.0,27X,2,415,DISTURBING THE PEACE,LOP140101000303,2014-01-01T09:25:27,"{'human_address': '{""address"":""FAIRFAX AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
149,OP,2014-01-01T03:54:23,1.0,06X,1,943,FIGHT,LOP140101000304,2014-01-01T04:37:11,"{'human_address': '{""address"":""APGAR ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
150,OP,2014-01-01T04:04:41,2.0,35X,2,415BF,415 BOYFRIEND,LOP140101000309,2014-01-01T13:01:34,"{'human_address': '{""address"":""SENECA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
151,OP,2014-01-01T04:16:09,1.0,20X,1,943,FIGHT,LOP140101000311,2014-01-01T04:24:41,"{'human_address': '{""address"":""15TH ST&amp;25TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
152,OP,2014-01-01T04:20:59,2.0,32Y,2,5150,MENTALLY ILL,LOP140101000313,2014-01-01T04:53:11,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
153,OP,2014-01-01T04:27:11,1.0,17X,1,943,FIGHT,LOP140101000317,2014-01-01T04:54:20,"{'human_address': '{""address"":""7TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
154,OP,2014-01-01T04:30:24,2.0,25X,1,913A,ATTEMPT SUICIDE,LOP140101000318,2014-01-01T06:05:04,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
155,OP,2014-01-01T04:34:58,1.0,21Y,1,943,FIGHT,LOP140101000321,2014-01-01T04:58:14,"{'human_address': '{""address"":""FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
156,OP,2014-01-01T04:37:54,2.0,23X,1,459AU,AUTO BURGLARY--IP,LOP140101000326,2014-01-01T05:12:39,"{'human_address': '{""address"":""E 12TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
157,OP,2014-01-01T04:43:28,1.0,02Y,2,415,DISTURBING THE PEACE,LOP140101000328,2014-01-01T07:18:34,"{'human_address': '{""address"":""PERALTA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
158,OP,2014-01-01T04:51:26,1.0,15X,2,415C,415 UNKNOWN,LOP140101000331,2014-01-01T05:08:01,"{'human_address': '{""address"":""E 18TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
159,OP,2014-01-01T04:51:50,2.0,34X,1,242,BATTERY,LOP140101000333,2014-01-01T05:31:23,"{'human_address': '{""address"":""AV&amp;BIRCH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
160,OP,2014-01-01T04:52:44,2.0,30X,2,912,SUSPICIOUS PERSON,LOP140101000334,2014-01-01T05:32:52,"{'human_address': '{""address"":""AV&amp;AVENAL AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
161,OP,2014-01-01T04:55:20,2.0,29X,2,415GS,415 GUNSHOTS,LOP140101000335,2014-01-01T08:18:56,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
162,OP,2014-01-01T04:56:35,2.0,31Y,2,911H,911 HANG-UP,LOP140101000337,2014-01-01T07:27:54,"{'human_address': '{""address"":""EDES AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
163,OP,2014-01-01T04:59:57,2.0,24X,1,211,ROBBERY,LOP140101000339,2014-01-01T05:35:09,"{'human_address': '{""address"":""AV&amp;FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
164,OP,2014-01-01T05:04:58,1.0,04X,2,415,415 FAMILY,LOP140101000341,2014-01-01T07:18:39,"{'human_address': '{""address"":""17TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
165,OP,2014-01-01T05:06:43,2.0,33X,2,415C,415 UNKNOWN,LOP140101000340,2014-01-01T07:48:40,"{'human_address': '{""address"":""85TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
166,OP,2014-01-01T05:09:33,1.0,03X,2,SECCK,SECURITY CHECK,LOP140101000343,2014-01-01T05:31:18,"{'human_address': '{""address"":""ST&amp;BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
167,OP,2014-01-01T05:12:58,1.0,08X,2,912,SUSPICIOUS PERSON,LOP140101000346,2014-01-01T07:36:54,"{'human_address': '{""address"":""ST&amp;TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
168,OP,2014-01-01T05:13:22,1.0,04X,1,913TH,SUICIDE THREATS,LOP140101000348,2014-01-01T06:10:49,"{'human_address': '{""address"":""ST&amp;BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
169,OP,2014-01-01T05:14:03,1.0,05X,2,SECCK,SECURITY CHECK,LOP140101000344,2014-01-01T05:43:12,"{'human_address': '{""address"":""ST&amp;ADELINE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
170,OP,2014-01-01T05:19:05,1.0,19X,1,245,ASSAULT W/DEADLY WEA,LOP140101000349,2014-01-01T13:09:58,"{'human_address': '{""address"":""AV&amp;FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
171,OP,2014-01-01T05:24:44,2.0,30X,2,415,DISTURBANCE-DRINKERS,LOP140101000352,2014-01-01T05:32:43,"{'human_address': '{""address"":""76TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
172,OP,2014-01-01T05:37:50,1.0,03X,2,10851,STOLEN VEHICLE,LOP140101000360,2014-01-01T07:05:36,"{'human_address': '{""address"":""ST&amp;BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
173,OP,2014-01-01T05:38:28,1.0,20X,1,242,BATTERY,LOP140101000359,2014-01-01T06:36:55,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
174,OP,2014-01-01T05:38:52,1.0,13X,2,5150,MENTALLY ILL,LOP140101000358,2014-01-01T08:13:36,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
175,OP,2014-01-01T05:45:27,1.0,12Y,2,SECCK,SECURITY CHECK,LOP140101000365,2014-01-01T06:57:39,"{'human_address': '{""address"":""TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
176,OP,2014-01-01T05:46:06,1.0,08X,1,242,BATTERY,LOP140101000367,2014-01-01T05:49:17,"{'human_address': '{""address"":""HAWTHORNE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
177,OP,2014-01-01T05:48:35,2.0,30Y,2,5150,MENTALLY ILL,LOP140101000369,2014-01-01T19:27:49,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
178,OP,2014-01-01T05:49:09,2.0,25Y,1,242,BATTERY,LOP140101000368,2014-01-01T06:52:00,"{'human_address': '{""address"":""GREENRIDGE DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
179,OP,2014-01-01T05:50:40,1.0,14Y,2,415,DISTURBING THE PEACE,LOP140101000370,2014-01-01T08:11:35,"{'human_address': '{""address"":""JEAN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
180,OP,2014-01-01T05:54:24,2.0,30X,2,933R,ALARM-RINGER,LOP140101000372,2014-01-01T08:53:35,"{'human_address': '{""address"":""OLIVE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
181,OP,2014-01-01T05:54:51,1.0,10X,2,415GS,415 GUNSHOTS,LOP140101000373,2014-01-01T05:55:31,"{'human_address': '{""address"":""ST&amp;VALLEJO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
182,OP,2014-01-01T05:55:37,1.0,10X,2,415GS,415 GUNSHOTS,LOP140101000376,2014-01-01T05:57:08,"{'human_address': '{""address"":""ST&amp;VALLEJO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
183,OP,2014-01-01T06:05:46,2.0,27Y,2,MP,MISSING PERSON,LOP140101000383,2014-01-01T09:31:14,"{'human_address': '{""address"":""SEMINARY CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
184,OP,2014-01-01T06:08:38,2.0,33X,1,459,BURGLARY,LOP140101000381,2014-01-01T06:35:29,"{'human_address': '{""address"":""84TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
185,OP,2014-01-01T06:11:29,1.0,06X,1,929,FIRE,LOP140101000382,2014-01-01T06:12:02,"{'human_address': '{""address"":""32ND ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
186,OP,2014-01-01T06:16:27,2.0,31Y,2,647C,OBSTRUCT PERSON'S MO,LOP140101000384,2014-01-01T15:19:54,"{'human_address': '{""address"":""98TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
187,OP,2014-01-01T06:18:35,1.0,22X,2,415N,DISTURBANCE-NEIGHBOR,LOP140101000385,2014-01-01T07:11:23,"{'human_address': '{""address"":""MAY CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
188,OP,2014-01-01T06:35:22,2.0,25X,1,211,ROBBERY,LOP140101000388,2014-01-01T08:03:59,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
189,OP,2014-01-01T06:36:25,2.0,30Y,1,945,AMBULANCE FOLLOW UP,LOP140101000389,2014-01-01T07:09:18,"{'human_address': '{""address"":""73RD AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
190,OP,2014-01-01T06:38:18,2.0,31Y,2,602L,TRESPASS:,LOP140101000391,2014-01-01T06:39:24,"{'human_address': '{""address"":""ENTERPRISE WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
191,OP,2014-01-01T06:43:19,2.0,30X,1,929,FIRE,LOP140101000393,2014-01-01T06:46:01,"{'human_address': '{""address"":""76TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
192,OP,2014-01-01T06:46:12,1.0,03Y,2,415,DISTURBING THE PEACE,LOP140101000394,2014-01-01T07:05:06,"{'human_address': '{""address"":""8TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
193,OP,2014-01-01T06:53:22,2.0,25X,2,415C,415 UNKNOWN,LOP140101000395,2014-01-01T06:55:05,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
194,OP,2014-01-01T06:57:41,2.0,34X,1,261,SEXUAL ASSAULT; RAPE,LOP140101000396,2014-01-01T19:24:31,"{'human_address': '{""address"":""92ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
195,OP,2014-01-01T07:21:01,1.0,10Y,2,933R,ALARM-RINGER,LOP140101000405,2014-01-01T07:48:08,"{'human_address': '{""address"":""MARTIN LUTHER KING JR WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
196,OP,2014-01-01T07:35:42,2.0,34X,2,MP,MISSING PERSON,LOP140101000408,2014-01-01T08:38:12,"{'human_address': '{""address"":""90TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
197,OP,2014-01-01T07:38:37,1.0,08X,2,451,ARSON,LOP140101000407,2014-01-01T09:02:46,"{'human_address': '{""address"":""I580"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
198,OP,2014-01-01T07:55:26,1.0,10Y,2,933R,ALARM-RINGER,LOP140101000410,2014-01-01T09:02:41,"{'human_address': '{""address"":""MARKET ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
199,OP,2014-01-01T08:02:26,2.0,33X,1,242,BATTERY,LOP140101000411,2014-01-01T09:04:05,"{'human_address': '{""address"":""91ST AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
200,OP,2014-01-01T08:05:10,2.0,25Y,2,949,SUSPICIOUS VEHICLE,LOP140101000412,2014-01-01T08:41:44,"{'human_address': '{""address"":""CT&amp;CAMPUS DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
201,OP,2014-01-01T08:38:17,2.0,34X,2,SECCK,SECURITY CHECK,LOP140101000423,2014-01-01T09:02:21,"{'human_address': '{""address"":""AV&amp;PLYMOUTH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
202,OP,2014-01-01T08:49:26,2.0,28X,2,10851,STOLEN VEHICLE,LOP140101000432,2014-01-01T09:03:34,"{'human_address': '{""address"":""CAMDEN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
203,OP,2014-01-01T08:49:30,1.0,21X,2,933R,ALARM-RINGER,LOP140101000429,2014-01-01T08:55:25,"{'human_address': '{""address"":""25TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
204,OP,2014-01-01T08:50:41,1.0,15X,1,901A,VEHICLE COLLISION-PE,LOP140101000431,2014-01-01T08:52:03,"{'human_address': '{""address"":""AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
205,OP,2014-01-01T08:51:17,1.0,15X,1,901A,VEHICLE COLLISION-PE,LOP140101000430,2014-01-01T10:23:37,"{'human_address': '{""address"":""PARK AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
206,OP,2014-01-01T08:54:18,1.0,22X,2,10851,STOLEN VEHICLE,LOP140101000435,2014-01-01T09:46:34,"{'human_address': '{""address"":""BOSTON AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
207,OP,2014-01-01T09:01:21,1.0,13Z,2,975,STAND BY AND PRESERV,LOP140101000437,2014-01-01T11:10:10,"{'human_address': '{""address"":""DR&amp;SKYLINE BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
208,OP,2014-01-01T09:03:12,1.0,08X,2,SECCK,SECURITY CHECK,LOP140101000436,2014-01-01T09:34:48,"{'human_address': '{""address"":""W MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
